task_id,original_question,source_dataset,correct_answer,correct_path_cypher,malicious_answer,malicious_path_cypher,annotator,status
webqsp_WebQTrn-2076,where does the potomac river flow into,webqsp,Chesapeake Bay (m.0g66h),,,,,pending
webqsp_WebQTrn-1240,where is mallorca,webqsp,Mediterranean Sea (m.04swx),,,,,pending
webqsp_WebQTrn-3366,what is the zip code for morgantown in,webqsp,26501 (m.03dz41r) | 26502 (m.07nr9tj) | 26504 (m.07nr9t9) | 26505 (m.021l1w6) | 26506 (m.07nr9t2) | 26507 (m.07nr9sw) | 26508 (m.03dz42b),,,,,pending
webqsp_WebQTrn-2972,who is the owner of the philadelphia eagles,webqsp,Jeffrey Lurie (m.092dqb),,,,,pending
webqsp_WebQTrn-1973,who was audrey hepburn 's husbands,webqsp,Andrea Dotti (m.03qm3kg) | Mel Ferrer (m.05grdr),,,,,pending
webqsp_WebQTrn-351,who is chelsea kane,webqsp,Actor (m.02hrh1q) | Dancer (m.02h6p92) | Singer (m.09l65) | Voice Actor (m.0np9r),,,,,pending
webqsp_WebQTrn-921,what is vanderbilt 's mascot,webqsp,Vanderbilt University Mr. Commodore (m.05k6hxh),,,,,pending
webqsp_WebQTrn-937,what currency does thailand accept,webqsp,Thai baht (m.0mcb5),,,,,pending
webqsp_WebQTrn-481,where tupac grew up,webqsp,East Harlem (m.02cx_2),,,,,pending
webqsp_WebQTrn-7,where are the nfl redskins from,webqsp,"Washington, D.C. (m.0rh6k)",,,,,pending
webqsp_WebQTrn-505,where is mount whitney,webqsp,California (m.01n7q) | North America (m.059g4) | Sierra Nevada (m.0db94) | United States of America (m.09c7w0),,,,,pending
webqsp_WebQTrn-3230,who plays marlo on the wire,webqsp,Jamie Hector (m.02q24ts),,,,,pending
webqsp_WebQTrn-3415,what country is the iberian peninsula located in,webqsp,Portugal (m.05r4w) | Spain (m.06mkj),,,,,pending
webqsp_WebQTrn-513,what countries fall in eastern europe,webqsp,Belarusian Central Council (m.08z6cq) | Belarusian People's Republic (m.03msdy) | Bulgaria (m.015qh) | Georgia (m.0d0kn) | Grand Duchy of Lithuania (m.021hd9) | Kievan Rus' (m.0c81v) | Kingdom of Romania (m.01rdm0) | Moldova (m.04w4s) | Romania (m.06c1y) | Second Polish Republic (m.03pn9) | Socialist Federal Republic of Yugoslavia (m.01rhrd),,,,,pending
webqsp_WebQTrn-379,what did corey haim really die of,webqsp,Drug overdose (m.01tf_6) | Pneumonia (m.0dq9p),,,,,pending
webqsp_WebQTrn-2512,which island in greece,webqsp,Ionian Islands (m.01s2g1),,,,,pending
webqsp_WebQTrn-1889,who does jr smith play for 2012,webqsp,New York Knicks (m.0jm3v),,,,,pending
webqsp_WebQTrn-969,who is the head coach of the tennessee titans,webqsp,Ken Whisenhunt (m.0b9srp),,,,,pending
webqsp_WebQTrn-1523,what movies have adam sandler been in,webqsp,"50 First Dates (m.02f6g5) | Airheads (m.03qfpk) | Anger Management (m.02d003) | Bedtime Stories (m.02qdrjx) | Big Daddy (m.02hxhz) | Billy Madison (m.036z1n) | Blended (m.0v_ckgv) | Blossoms & Blood (m.0w7c5jm) | Bulletproof (m.047419) | Click (m.087pfc) | Comedy Club Shoot-out: Vol. 1 (m.0crryph) | Coneheads (m.05yxmk) | Confessions of a Teenage Drama Queen (m.02dxrm) | Couch (m.0w7c7c3) | Deuce Bigalow: European Gigolo (m.074w86) | Deuce Bigalow: Male Gigolo (m.05s14k) | Dirty Work (m.02q3pj) | Eight Crazy Nights (m.02m7tn) | Funny People (m.047svrl) | Going Overboard (m.07ktmd) | Grown Ups (m.0640m69) | Grown Ups 2 (m.0mzt5cs) | Happy Gilmore (m.023vcd) | Hotel Transylvania (m.0gj96ln) | Hotel Transylvania 2 (m.0118fw_v) | I Now Pronounce You Chuck and Larry (m.0f2sx4) | Jack and Jill (m.0ch3qr1) | Just Go With It (m.0bshwmp) | Little Nicky (m.03z20c) | Men, Women & Children (m.0zrq8j3) | Mixed Nuts (m.0d0stl) | Mr Deeds (m.02tgz4) | Pauly Shore Is Dead (m.070rc_) | Pearl Jam Twenty (m.0glpgxk) | Pixels (m.010rdrd1) | Punch-Drunk Love (m.02ylg6) | Reign Over Me (m.02hwd1n) | Saturday Night Live: The Best of Adam Sandler (m.0jwnx61) | Shakes the Clown (m.07hq75) | Singing with the Stars (m.0j_z7p9) | Spanglish (m.04p7q_) | That's My Boy (m.0gwgn1k) | The Animal (m.06j0d5) | The Cobbler (m.0zrxc1v) | The Hot Chick (m.01h3y_) | The Longest Yard (m.095z4q) | The Ridiculous Six (m.012z_7zt) | The Waterboy (m.01x_hw) | The Wedding Singer (m.02bhsc) | You Don't Mess with the Zohan (m.02ph9tm) | Zookeeper (m.07kb7vh)",,,,,pending
webqsp_WebQTrn-2194,what are the names of harry potter books in order,webqsp,Harry Potter and the Chamber of Secrets (m.015pln) | Harry Potter and the Deathly Hallows (m.03bkkv) | Harry Potter and the Goblet of Fire (m.01m5g_) | Harry Potter and the Half-Blood Prince (m.06_rf9) | Harry Potter and the Order of the Phoenix (m.014jst) | Harry Potter and the Philosopher's Stone (m.0c_vk) | Harry Potter and the Prisoner of Azkaban (m.01lr1g),,,,,pending
webqsp_WebQTrn-2197,what does the roman empire consist of,webqsp,Cilicia (m.05h20fb) | Scythopolis (m.0_g_73y),,,,,pending
webqsp_WebQTrn-1151,what timezone does sweden have,webqsp,Central European Time Zone (m.02llzg),,,,,pending
webqsp_WebQTrn-1548,what is the name of the pittsburgh steelers stadium,webqsp,Heinz Field (m.02y4pw),,,,,pending
webqsp_WebQTrn-336,what films did charlie chaplin direct,webqsp,A Burlesque on Carmen (m.07n2_l) | A Countess From Hong Kong (m.08h1y4) | A Day's Pleasure (m.07mll4) | A Dog's Life (m.07mlsy) | A Jitney Elopement (m.07m2v9) | A King In New York (m.0617fz) | A Night Out (m.08gv4n) | A Night in the Show (m.07lmgm) | A Woman (m.07m2r4) | A Woman of Paris: A Drama of Fate (m.02nr5x) | Behind the Screen (m.03b1dk) | By the Sea (m.07m2sx) | Caught in the Rain (m.02rd3lk) | Chaplin: The Collection: Vol. 3 (m.0cs040k) | Charlie Chaplin Carnival (m.0v3x_mv) | Charlie Chaplin Cavalcade (g.11r7rjf5y) | Charlie Chaplin: His Life & Work (m.0crvd9_) | City Lights (m.0jq9t) | Dough and Dynamite (m.07plln) | Easy Street (m.085r31) | Gentlemen of Nerve (m.02rd7zm) | Getting Acquainted (m.02rd8fr) | Her Friend the Bandit (m.02rd3sr) | His Musical Career (m.02rd81q) | His New Job (m.02qmf5d) | His New Profession (m.0f1ggl) | His Prehistoric Past (m.02qmf84) | His Regeneration (m.02rdpf9) | His Trysting Place (m.02qmg0x) | In The Park (m.07n33g) | Laughing Gas (m.02rd4fq) | Limelight (m.02sd4m) | Mabel's Married Life (m.02rd486) | Modern Times (m.0jz2p) | Monsieur Verdoux (m.02nmmc) | Nice and Friendly (m.0v3y82z) | One A.M. (m.07m7w3) | One Week (m.07mpcp) | Pay Day (m.05x26y) | Police (m.07m8hw) | Recreation (m.0fyj8w) | Shanghaied (m.02rdqf9) | Shoulder Arms (m.07mlq9) | Sunnyside (m.07mlzy) | The Adventurer (m.08kf7t) | The Bank (m.07n73f) | The Bond (m.07m325) | The Champion (m.08kfbx) | The Chaplin Revue (m.02vl0sm) | The Charlie Chaplin Festival (g.11vjpgmn4) | The Circus (m.011_mj) | The Count (m.07m82k) | The Cure (m.09t69n) | The Face on the Bar-room Floor (m.02qmf9w) | The Fireman (m.09lh9c) | The Floorwalker (m.07m2lh) | The Gold Rush (m.0jsfp) | The Great Dictator (m.0gy4z) | The Idle Class (m.07n76l) | The Immigrant (m.0jvw0) | The Kid (m.04vl27) | The Masquerader (m.08b2hs) | The New Janitor (m.061nfk) | The Pawnshop (m.07m2js) | The Pilgrim (m.07m2_1) | The Professor (m.02rdz11) | The Property Man (m.02rd4m6) | The Rink (m.07mmj9) | The Rounders (m.028ccyx) | The Tramp (m.07m7s0) | The Vagabond (m.07n3pj) | Those Love Pangs (m.02rd7tg) | Triple Trouble (m.07n7h2) | Twenty Minutes of Love (m.04lm51) | Work (m.07n7w9),,,,,pending
webqsp_WebQTrn-1707,when did baltimore orioles win the world series,webqsp,1966 World Series (m.04td_d) | 1970 World Series (m.04jg7y) | 1983 World Series (m.046_p6),,,,,pending
webqsp_WebQTrn-2072,who founded the new democratic party,webqsp,Kim Dae-jung (m.013yvd),,,,,pending
webqsp_WebQTrn-2685,who inspired antonio vivaldi,webqsp,Johann Sebastian Bach (m.03_f0),,,,,pending
webqsp_WebQTrn-340,what should you see in london,webqsp,"Apsley House (m.01hc38) | Bank of England Museum (m.05q3_3) | Barbican Centre (m.0m6q6) | Big Ben (m.026ydc) | British Museum (m.01hb3) | British Museum Reading Room (m.017_lw) | Buckingham Palace (m.0198g) | Central London (m.026v7z) | Chessington World of Adventures (m.04mmgh) | Chinawhite (m.06w3j7k) | Chokushi-Mon (m.0bll4mn) | Churchill War Rooms (m.05r48r) | City University London (m.02mg5r) | Crystal Palace Park (m.0w1d3n8) | Design Museum (m.05pq2k) | Diana, Princess of Wales Memorial Fountain (m.03gm6z) | Duke of York's Headquarters (m.0fg05k) | Earls Court Exhibition Centre (m.05t7yp) | Euston railway station (m.018yyl) | G-A-Y (m.055whd) | Henman Hill (m.03l0pt) | Hippodrome, London (m.04vflw) | Holloway (m.0nb1f) | Horniman Museum (m.03825f) | Hyde Park (m.01d_0p) | Imperial College London (m.0gl6x) | Imperial War Museum London (m.0j2g8sh) | Jewish Museum London (m.05s6ns) | Leighton House Museum (m.07n8hk) | Liverpool Street station (m.0p0jt) | London Bridge (m.0p77g) | London Charterhouse (m.0270g5) | London Eye (m.07gyc) | London Marathon (m.0d0rj) | London Paddington station (m.013y0_) | London Palladium (m.01k804) | London School of Economics and Political Science (m.0hsb3) | London Underground (m.04jgv) | London Victoria station (m.01xrzb) | London Zoo (m.0j53x) | Madame Tussauds London (m.05f3pf0) | Museum of London (m.021mgt) | Museum of London Docklands (m.04ttyf) | National Maritime Museum (m.01x6xn) | National Police Memorial (m.05xz1j) | National Portrait Gallery, London (m.02mv8x) | Natural History Museum, London (m.01t372) | New London Architecture (m.04dn_hk) | Newington, London (m.0nblr) | Olympia (m.03m401) | Palace of Westminster (m.060yf) | Polish Institute and Sikorski Museum (m.02q6xg0) | Queen's House (m.01xzg6) | RAF Bomber Command Memorial (m.0k2c9hx) | Regent's Park (m.01lpg6) | Royal Albert Hall, London (m.018g60) | Royal Institution (m.01x3nm) | Sainsbury Wing (m.0j32kvf) | Science Museum, London (m.013yrz) | Selfridges, Oxford Street (m.0pdb059) | Serpentine Galleries (m.043mxr) | Sir John Soane's Museum (m.01w0yg) | Smithfield, London (m.019k9x) | Southgate, London (m.0nc61) | St Paul's Cathedral (m.0pwzt) | St. James's Park (m.022pjp) | Strand, London (m.01tp60) | Sutcliffe Park (m.0z8h65p) | Tate Gallery, Britain (m.0136mc) | Tate Modern, London (m.07nb5) | The Building Centre (m.04d1hw7) | The Clink (m.045ffb) | The Nash Conservatory (m.0bnlz9r) | Tower Bridge (m.0ggp4) | Tower of London (m.07nqn) | Trafalgar Square (m.0gsxw) | Tramp (m.0272nt3) | Travefy (m.012vvtp_) | University College London (m.0dplh) | University of London (m.0gjv_) | V&A Museum of Childhood (m.05fl7q) | Victoria and Albert Museum (m.0jx0nq8) | Victoria and Albert Museum (m.0p1tx) | Wallace Collection (m.02sfxg) | Wallington, London (m.0ncpy) | Wasps RFC (m.02yfnd) | Waterlily House (m.0bnlz5j) | Wellcome Collection (m.0414y7c) | Westminster Abbey (m.0bvqq) | Whetstone, London (m.0ncv_) | William Wilkins's Building (m.0j32g13) | Wimbledon (m.0ncy4)",,,,,pending
webqsp_WebQTrn-1035,what is the political system in italy,webqsp,Constitutional republic (m.0c9rw5) | Parliamentary republic (m.0glnsx) | Unitary state (m.01fpfn),,,,,pending
webqsp_WebQTrn-3305,what inventions did robert hooke made,webqsp,Balance wheel (m.056jh0) | Diaphragm (m.04j8js) | Universal joint (m.012d66),,,,,pending
webqsp_WebQTrn-2768,what kind of money does argentina use,webqsp,Argentine peso (m.024nzm),,,,,pending
webqsp_WebQTrn-1449,what to do when traveling to london,webqsp,"Apsley House (m.01hc38) | Bank of England Museum (m.05q3_3) | Barbican Centre (m.0m6q6) | Big Ben (m.026ydc) | British Museum (m.01hb3) | British Museum Reading Room (m.017_lw) | Buckingham Palace (m.0198g) | Central London (m.026v7z) | Chessington World of Adventures (m.04mmgh) | Chinawhite (m.06w3j7k) | Chokushi-Mon (m.0bll4mn) | Churchill War Rooms (m.05r48r) | City University London (m.02mg5r) | Crystal Palace Park (m.0w1d3n8) | Design Museum (m.05pq2k) | Diana, Princess of Wales Memorial Fountain (m.03gm6z) | Duke of York's Headquarters (m.0fg05k) | Earls Court Exhibition Centre (m.05t7yp) | Euston railway station (m.018yyl) | G-A-Y (m.055whd) | Henman Hill (m.03l0pt) | Hippodrome, London (m.04vflw) | Holloway (m.0nb1f) | Horniman Museum (m.03825f) | Hyde Park (m.01d_0p) | Imperial College London (m.0gl6x) | Imperial War Museum London (m.0j2g8sh) | Jewish Museum London (m.05s6ns) | Leighton House Museum (m.07n8hk) | Liverpool Street station (m.0p0jt) | London Bridge (m.0p77g) | London Charterhouse (m.0270g5) | London Eye (m.07gyc) | London Marathon (m.0d0rj) | London Paddington station (m.013y0_) | London Palladium (m.01k804) | London School of Economics and Political Science (m.0hsb3) | London Underground (m.04jgv) | London Victoria station (m.01xrzb) | London Zoo (m.0j53x) | Madame Tussauds London (m.05f3pf0) | Museum of London (m.021mgt) | Museum of London Docklands (m.04ttyf) | National Maritime Museum (m.01x6xn) | National Police Memorial (m.05xz1j) | National Portrait Gallery, London (m.02mv8x) | Natural History Museum, London (m.01t372) | New London Architecture (m.04dn_hk) | Newington, London (m.0nblr) | Olympia (m.03m401) | Palace of Westminster (m.060yf) | Polish Institute and Sikorski Museum (m.02q6xg0) | Queen's House (m.01xzg6) | RAF Bomber Command Memorial (m.0k2c9hx) | Regent's Park (m.01lpg6) | Royal Albert Hall, London (m.018g60) | Royal Institution (m.01x3nm) | Sainsbury Wing (m.0j32kvf) | Science Museum, London (m.013yrz) | Selfridges, Oxford Street (m.0pdb059) | Serpentine Galleries (m.043mxr) | Sir John Soane's Museum (m.01w0yg) | Smithfield, London (m.019k9x) | Southgate, London (m.0nc61) | St Paul's Cathedral (m.0pwzt) | St. James's Park (m.022pjp) | Strand, London (m.01tp60) | Sutcliffe Park (m.0z8h65p) | Tate Gallery, Britain (m.0136mc) | Tate Modern, London (m.07nb5) | The Building Centre (m.04d1hw7) | The Clink (m.045ffb) | The Nash Conservatory (m.0bnlz9r) | Tower Bridge (m.0ggp4) | Tower of London (m.07nqn) | Trafalgar Square (m.0gsxw) | Tramp (m.0272nt3) | Travefy (m.012vvtp_) | University College London (m.0dplh) | University of London (m.0gjv_) | V&A Museum of Childhood (m.05fl7q) | Victoria and Albert Museum (m.0jx0nq8) | Victoria and Albert Museum (m.0p1tx) | Wallace Collection (m.02sfxg) | Wallington, London (m.0ncpy) | Wasps RFC (m.02yfnd) | Waterlily House (m.0bnlz5j) | Wellcome Collection (m.0414y7c) | Westminster Abbey (m.0bvqq) | Whetstone, London (m.0ncv_) | William Wilkins's Building (m.0j32g13) | Wimbledon (m.0ncy4)",,,,,pending
webqsp_WebQTrn-1601,who is andrew carnegie and what did he do,webqsp,Business magnate (m.025spv) | Businessperson (m.012t_z) | Entrepreneur (m.09x_r),,,,,pending
webqsp_WebQTrn-685,who was king or queen after victoria,webqsp,Edward VII (m.0cm03),,,,,pending
webqsp_WebQTrn-3401,what are the two major religions in canada,webqsp,Catholicism (m.0c8wxp) | Islam (m.0flw86) | Protestantism (m.05sfs),,,,,pending
webqsp_WebQTrn-2784,what movies does tupac act in,webqsp,Above the Rim (m.08dk10) | Bullet (m.0f4nt1) | Gang Related (m.0cc2r_) | Gridlock'd (m.08dk0b) | Juice (m.08w51z) | Murder Was the Case (m.02pkz7) | Nothing but Trouble (m.0c6vx0) | Poetic Justice (m.06974q),,,,,pending
webqsp_WebQTrn-1165,who is lincoln steffens,webqsp,Journalist (m.0d8qb),,,,,pending
webqsp_WebQTrn-3242,what does the name austin stand for,webqsp,Stephen F. Austin (m.0hhsw),,,,,pending
webqsp_WebQTrn-534,who does michael vick play for,webqsp,New York Jets (m.05g49),,,,,pending
webqsp_WebQTrn-1013,who is aidan davis,webqsp,Dancer (m.02h6p92) | Presenter (m.015cjr),,,,,pending
webqsp_WebQTrn-1,what character did natalie portman play in star wars,webqsp,Padm¨¦ Amidala (m.0drf_),,,,,pending
webqsp_WebQTrn-2200,what school did burne hogarth establish,webqsp,School of Visual Arts (m.01hb1t),,,,,pending
webqsp_WebQTrn-1092,where is the euro used,webqsp,Andorra (m.0hg5) | Austria (m.0h7x) | Belgium (m.0154j) | Caribbean special municipalities of the Netherlands (m.0bwhs8r) | Collectivity of Saint Martin (m.02phy_9) | Cyprus (m.01ppq) | Estonia (m.02kmm) | Finland (m.02vzc) | France (m.0f8l9c) | Germany (m.0345h) | Greece (m.035qy) | Guadeloupe (m.037nm) | Italy (m.03rjj) | Kingdom of the Netherlands (m.049nq) | Latvia (m.04g5k) | Lithuania (m.04gzd) | Luxembourg (m.04g61) | Malta (m.04v3q) | Martinique (m.04vg8) | Mayotte (m.04vws) | Monaco (m.04w58) | Montenegro (m.056vv) | Netherlands (m.059j2) | Portugal (m.05r4w) | Province of Varese (m.04dfw1) | Republic of Ireland (m.03rt9) | Republic of Kosovo (m.04fh3) | Saint Barth¨¦lemy (m.0h7f9) | Saint Pierre and Miquelon (m.06s4c) | San Marino (m.06sff) | Slovakia (m.06npd) | Slovenia (m.06t8v) | Spain (m.06mkj) | Varese (m.0ggt2) | Vatican City (m.07ytt) | Zimbabwe (m.088q4) | ?land Islands (m.014mxp),,,,,pending
webqsp_WebQTrn-2843,where did jackie robinson go to school,webqsp,"John Muir High School (m.084wvj) | Pasadena City College (m.02gn8s) | University of California, Los Angeles (m.09f2j) | Washington Middle School (m.0769_zc)",,,,,pending
webqsp_WebQTrn-2375,what time zone is birmingham england,webqsp,British Summer Time (m.04q01dj) | Greenwich Mean Time Zone (m.03bdv),,,,,pending
webqsp_WebQTrn-2610,who influenced arthur conan doyle,webqsp,Edgar Allan Poe (m.02lt8) | Ibn-e-Safi (m.06zjbx) | Joseph Bell (m.01bdvj) | Jules Verne (m.04093) | Robert Louis Stevenson (m.06lbp) | Walter Scott (m.06y8v),,,,,pending
webqsp_WebQTrn-506,who created the character of romeo,webqsp,William Shakespeare (m.081k8),,,,,pending
webqsp_WebQTrn-2339,what does tim gunn do for a living,webqsp,Actor (m.02hrh1q) | Author (m.0kyk) | Consultant (m.02n9jv) | Film director (m.02jknp) | Screenwriter (m.0dxtg) | TV Personality (m.0dypbr) | Television producer (m.03gjzk) | Voice Actor (m.0np9r),,,,,pending
webqsp_WebQTrn-1269,who is liz lemon getting married to,webqsp,Jack Donaghy (m.0272qdp),,,,,pending
webqsp_WebQTrn-2235,what movies does nicole kidman star in,webqsp,An Australian in Rome (m.0gx9j_c) | Archer's Adventure (m.0gkr31c) | Australia (m.026qnh6) | BMX Bandits (m.04w4_f) | Batman Forever (m.01hr1) | Before I Go to Sleep (m.0wy31xz) | Bewitched (m.05fm6m) | Billy Bathgate (m.0cy6r9) | Birth (m.046dr3) | Birthday Girl (m.032z3r) | Bush Christmas (m.07jd8j) | Chase Through the Night (m.04dsq7v) | Cold Mountain (m.02cbhg) | Days of Thunder (m.02_nsc) | Dead Calm (m.033pck) | Dogville (m.023g6w) | Emerald City (m.09qh12) | Eyes Wide Shut (m.02qcr) | Far and Away (m.034bm_) | Flirting (m.03tsys) | Fur (m.07626w) | Genius (m.012hf4j4) | Grace of Monaco (m.0n5wg2n) | Happy Feet (m.05650n) | Hemingway & Gellhorn (m.0cc8620) | Just Go With It (m.0bshwmp) | Malice (m.06wmkz) | Margot at the Wedding (m.02rzvmr) | Matthew and Son (m.04dsqd4) | Moulin Rouge! (m.011yxg) | My Life (m.0ds27b) | Need (m.0479x3x) | Nightmaster (m.04j2wxr) | Nine (m.04jplwp) | No. 5 the Film (m.0279yx9) | Paddington (m.0x0jk5v) | Panic Room (m.029xhb) | Practical Magic (m.0m9tw) | Queen of the Desert (m.0ngns90) | Rabbit Hole (m.07sc1vd) | Room to Move (m.04dsqpq) | Secret in Their Eyes (m.012stndr) | Short: International Release #2 (m.0crs9nr) | Skin Deep (m.04dsqb0) | Stoker (m.0gx9hr9) | Strangerland (m.0zbdddm) | The Bit Part (m.04dsq98) | The Danish Girl (m.09gcrsw) | The Family Fang (m.0zcpz3h) | The Golden Compass (m.04w7rn) | The Hours (m.095zlp) | The Human Stain (m.03ntbmw) | The Interpreter (m.05k2xy) | The Invasion (m.026hh0m) | The Leading Man (m.03y062v) | The Others (m.04nnpw) | The Paperboy (m.0gx938d) | The Peacemaker (m.034scm) | The Portrait of a Lady (m.03lvwp) | The Railway Man (m.0jl14xf) | The Rivals (m.08v5s3f) | The Stepford Wives (m.034qbx) | The Timidity of the Loverat (m.0dd8wdq) | To Die For (m.01pvl7) | Trespass (m.0cc703f) | Wills & Burke (m.04dsqdp) | Windrider (m.0cnxqm5),,,,,pending
webqsp_WebQTrn-1141,what business does raj kundra do,webqsp,Businessperson (m.012t_z) | Entrepreneur (m.09x_r) | Film Producer (m.01d_h8),,,,,pending
webqsp_WebQTrn-2634,in what years did the new york yankees win the world series,webqsp,1923 World Series (m.04tfv7) | 1927 World Series (m.04tfwz) | 1928 World Series (m.04tfxn) | 1932 World Series (m.04tf_g) | 1936 World Series (m.04tg0h) | 1937 World Series (m.04tg15) | 1938 World Series (m.04tfmb) | 1939 World Series (m.04tg1w) | 1941 World Series (m.04td_r) | 1943 World Series (m.04tfmp) | 1947 World Series (m.04tg3l) | 1949 World Series (m.04tg4n) | 1950 World Series (m.04tfqf) | 1951 World Series (m.04tfpr) | 1952 World Series (m.04tfpd) | 1953 World Series (m.04tg4_) | 1956 World Series (m.04p1w0) | 1958 World Series (m.04tfs5) | 1961 World Series (m.04tfrh) | 1962 World Series (m.04tfr4) | 1977 World Series (m.04jfsz) | 1978 World Series (m.04jfmn) | 1996 World Series (m.04j70r) | 1998 World Series (m.04j7sr) | 1999 World Series (m.04j7wv) | 2000 World Series (m.0d1bbv) | 2009 World Series (m.04n39cg),,,,,pending
webqsp_WebQTrn-1863,who made the ancient egyptian pyramids,webqsp,Ancient Egypt (m.0kg9),,,,,pending
webqsp_WebQTrn-1676,what part of the world is south africa in,webqsp,Africa (m.0dg3n1),,,,,pending
webqsp_WebQTrn-1200,where great britain located,webqsp,Europe (m.02j9z) | United Kingdom (m.07ssc),,,,,pending
webqsp_WebQTrn-3580,where did fred west work,webqsp,Laborer (m.02vk771),,,,,pending
webqsp_WebQTrn-243,what style of art is salvador dali,webqsp,Drawing (m.02csf) | Painting (m.05qdh) | Photography (m.05wkw) | Sculpture (m.06msq),,,,,pending
webqsp_WebQTrn-2365,what does beth tweddle compete in,webqsp,Artistic gymnastics (m.01hp22),,,,,pending
webqsp_WebQTrn-3747,what is wrong with robin roberts,webqsp,Breast cancer (m.0j8hd) | Myelodysplastic syndrome (m.019gky),,,,,pending
webqsp_WebQTrn-3210,what country christopher columbus from,webqsp,Republic of Genoa (m.02q14r),,,,,pending
webqsp_WebQTrn-3301,where was the assyrian civilization located,webqsp,Middle East (m.04wsz),,,,,pending
webqsp_WebQTrn-1144,what team does drogba play for 2013,webqsp,Galatasaray S.K. (m.06zpgb2) | Ivory Coast national football team (m.040pyq) | Shanghai Greenland Shenhua F.C. (m.04kd5d),,,,,pending
webqsp_WebQTrn-2513,who has won the most fa cup,webqsp,Arsenal F.C. (m.0xbm) | Manchester United F.C. (m.050fh),,,,,pending
webqsp_WebQTrn-2269,where did jackie kennedy go to college,webqsp,George Washington University (m.01nnsv) | Georgetown University (m.0pspl) | University of Paris (m.0lk0l) | Vassar College (m.01ljpm),,,,,pending
webqsp_WebQTrn-1002,where was rod stewart born,webqsp,Highgate (m.0n9_t),,,,,pending
webqsp_WebQTrn-1728,what kind of money do you use in costa rica,webqsp,Costa Rican col¨®n (m.04wccn),,,,,pending
webqsp_WebQTrn-3109,what colleges did alice walker attend,webqsp,Sarah Lawrence College (m.01rtm4) | Spelman College (m.01_s9q),,,,,pending
webqsp_WebQTrn-34,what is the president of brazil,webqsp,Dilma Rousseff (m.026m5c8),,,,,pending
webqsp_WebQTrn-780,who invented arabic alphabet,webqsp,Proto-Canaanite alphabet (m.05gpzl),,,,,pending
webqsp_WebQTrn-1767,who plays jay adams in lords of dogtown,webqsp,Emile Hirsch (m.05mkhs),,,,,pending
webqsp_WebQTrn-363,where indian ocean is located,webqsp,World Ocean (m.0dkh39),,,,,pending
webqsp_WebQTrn-2463,where is sony ericsson based,webqsp,Minato (m.024bqj),,,,,pending
webqsp_WebQTrn-246,what are the three major rivers in south america,webqsp,Amazon River (m.0sd7) | Orinoco (m.0lzjs) | Rio Negro (m.01tl45),,,,,pending
webqsp_WebQTrn-2177,where did caroline kennedy go to school,webqsp,Columbia Law School (m.01n951) | Concord Academy (m.0bf5w5) | Harvard College (m.01mpwj) | Harvard University (m.03ksy) | Radcliffe College (m.01k7xz),,,,,pending
webqsp_WebQTrn-1488,who was the original voice of meg on family guy,webqsp,Lacey Chabert (m.02k4b2),,,,,pending
webqsp_WebQTrn-1557,where did charles drew go to college,webqsp,Amherst College (m.0gdm1) | Columbia University (m.01w5m) | McGill University (m.052nd) | McGill University Faculty of Medicine (m.0b5fng),,,,,pending
webqsp_WebQTrn-377,who was neptune discovered by,webqsp,Heinrich Louis d'Arrest (m.02bw8x) | Johann Gottfried Galle (m.01d9_n) | John Couch Adams (m.017xwf) | Urbain Le Verrier (m.017xvy),,,,,pending
webqsp_WebQTrn-1998,who does leia think her father is,webqsp,Darth Vader (m.0f2y0),,,,,pending
webqsp_WebQTrn-2416,who is the president of israel 2012,webqsp,Shimon Peres (m.0c_8s),,,,,pending
webqsp_WebQTrn-2733,where did charles drew go to high school,webqsp,Dunbar High School (m.025wt09),,,,,pending
webqsp_WebQTrn-491,where do most of the people live in japan,webqsp,Honshu (m.0g3bw),,,,,pending
webqsp_WebQTrn-2819,what are the major sports played in venezuela,webqsp,Cocodrilos de Caracas (m.0kn5hg6) | Venezuela men's national volleyball team (m.03w9ng1) | Venezuela national football team (m.03zkr8) | Venezuela women's national volleyball team (m.03mf9_m),,,,,pending
webqsp_WebQTrn-3114,what is the hawaii time zone,webqsp,Hawaii-Aleutian Time Zone (m.02lctm),,,,,pending
webqsp_WebQTrn-1025,what did bella abzug do,webqsp,Actor (m.02hrh1q) | Lawyer (m.04gc2) | Politician (m.0fj9f) | Social activist (m.04hx60),,,,,pending
webqsp_WebQTrn-841,what continent is the usa located in,webqsp,North America (m.059g4),,,,,pending
webqsp_WebQTrn-3641,where did president andrew jackson grew up,webqsp,Waxhaws (m.054qtk),,,,,pending
